FIPS,State,County,Low_Access_Overall,Low_Access_low_income,Low_Access_Child,Low_Access_Seniors,Grocery,Supercenter,Convenience,Specialized,SNAP_store,WIC_store,Fast_food,Full_service,Assistance,Low_insecurity,Very_low_insecurity,Farm,Adult_db,Adult_ob,Recreation_facility,White,Black,Hispanic,Asian,American Indian or Alaska Native,Hawaiian or Pacific Islander,>=65,<18,Poverty_rate
1021,AL,Chilton,3.368006577,1.460530961,0.772288622,0.564706257,0.136577815,0.022763,0.773940953,0.068288908,1.7295919659999999,0.159748,0.455259384,0.409733446,1.055597277,17.6,7.3,0.0,13.3,35.9,0.0455259,81.10120752,9.557088193,7.836308227999999,0.286414774,0.30703663800000003,0.025204499999999998,13.56689503,25.11284742,20.2
1023,AL,Choctaw,19.50281549,7.290419052000001,4.023045452,3.2677715939999996,0.22517451,0.0,0.900698041,0.0,1.462325811,0.22005429999999995,0.45034902,0.37529085,1.055597277,17.6,7.3,0.07696451900000001,18.1,40.8,0.0,55.55956418,43.22101162,0.526733531,0.086586334,0.129879501,0.0,18.17591457,22.66397287,24.4
1025,AL,Clarke,22.11483889,11.1547123,5.896632407999999,3.2616907019999997,0.20044097,0.080176388,0.521146522,0.080176388,1.84486711,0.3179524,1.042293045,0.60132291,1.055597277,17.6,7.3,0.081994096,16.3,38.2,0.120264582,53.97359966,43.66507955,1.049045794,0.286455309,0.371617698,0.015484071,16.15762784,24.73193202,22.2
1027,AL,Clay,4.613414585,2.32687988,1.028049402,0.785236852,0.22136954,0.0,0.516528926,0.073789847,1.111769915,0.2232974,0.295159386,0.442739079,1.055597277,17.6,7.3,0.14823599199999998,14.6,37.3,0.0,80.2899799,14.69997129,2.863910422,0.16508756800000002,0.39477462,0.0,17.57823715,22.566752800000003,18.4
1029,AL,Cleburne,5.27341132,2.07171577,1.259161572,0.748562982,0.132625995,0.0,0.663129973,0.0,1.2061109540000001,0.337109,0.530503979,0.132625995,1.055597277,17.6,7.3,0.067006165,12.6,30.0,0.066312997,93.21399947,3.2994923860000003,2.050494256,0.153620091,0.33395671899999996,0.006679134000000001,15.76943628,23.717606200000002,18.9
1031,AL,Coffee,20.99400573,5.98120314,5.144449659,2.208955804,0.098214461,0.0196429,0.53035809,0.0196429,1.034630895,0.1560915,0.667858335,0.550000982,1.055597277,17.6,7.3,0.019521337,15.9,33.7,0.07857156900000001,72.34323697,16.53119244,6.366621286,1.259309682,1.205253464,0.10210619,14.43501241,24.19316089,16.2
1033,AL,Colbert,20.38595264,6.551704535,4.790221906,3.4320937419999997,0.18334158399999997,0.018334200000000002,0.78836881,0.055002499999999996,1.494023919,0.1469346,0.953376235,0.696698018,1.055597277,17.6,7.3,0.055334219000000004,18.7,37.5,0.11000495,79.61710884,15.98809436,2.008157566,0.41155287700000004,0.48136988299999994,0.025722055,17.38627177,22.10994341,18.1
1035,AL,Conecuh,26.90020744,13.22977626,5.253773645,5.667538576,0.157853197,0.0,1.1049723759999999,0.0,1.452198505,0.0770357,0.5524861879999999,0.31570639300000003,1.055597277,17.6,7.3,0.080677693,17.4,36.4,0.0,51.13395827,46.28061687,1.21711521,0.128515271,0.33262775899999997,0.0,17.856062899999998,22.99667372,28.3
1037,AL,Coosa,24.51625213,10.12480749,4.336999536,4.895999954,0.091861106,0.0,0.734888848,0.0,0.472545117,0.091191,0.091861106,0.0,1.055597277,17.6,7.3,0.0,17.3,39.7,0.0,65.89825808,30.81722853,1.993240315,0.121327671,0.34665049,0.0,17.07253661,20.53904151,20.3
1039,AL,Covington,9.980464049,4.370326751,2.07591947,1.92933503,0.158252888,0.0263755,0.923141847,0.052751,1.6284905669999998,0.23712289999999997,0.633011552,0.474758664,1.055597277,17.6,7.3,0.053393134,14.7,34.0,0.079126444,84.07520191,12.40566662,1.278962002,0.391897259,0.5189990729999999,0.002647954,18.37415596,22.56851582,22.3
1041,AL,Crenshaw,37.96178978,17.03906038,9.192671846,5.455149518,0.214638334,0.0,0.50082278,0.0,1.653130174,0.355038,0.357730557,0.429276669,1.055597277,17.6,7.3,0.071875225,16.5,39.7,0.0,72.05522796,23.30648641,1.466992665,1.3591255569999998,0.402703869,0.007191141,15.89242054,23.78829282,19.9
1043,AL,Cullman,7.33809691,3.10960625,1.7822768169999998,1.263053349,0.18452681199999998,0.012301799999999998,0.602787585,0.0492071,1.236798406,0.1367479,0.651994735,0.590485798,1.055597277,17.6,7.3,0.012125473999999999,14.4,33.4,0.036905400000000005,92.73934781,1.021068079,4.295699326,0.421610328,0.493744248,0.022386389,15.93164689,23.18359326,19.4
1045,AL,Dale,27.933713,10.55938033,8.246732551000001,2.715721724,0.161668418,0.020208599999999997,0.646673672,0.0,1.137610197,0.1585917,0.687090777,0.6062565679999999,1.055597277,17.6,7.3,0.040628936000000004,14.1,36.5,0.0404171,71.05331237,18.99663688,5.61381863,1.048735349,0.67063342,0.083580426,13.450478599999999,24.82935663,18.5
1047,AL,Dallas,17.43509098,11.55627093,4.431511993,2.8455496819999997,0.19179592899999998,0.0239745,0.743209225,0.0,1.749650121,0.233296,0.45551533200000005,0.359617367,1.055597277,17.6,7.3,0.024995001,19.0,40.8,0.047949,28.9274304,69.17845733,0.7051574620000001,0.32861707,0.178000913,0.013692378,14.068918300000002,26.46052031,34.6
1049,AL,DeKalb,3.7686546880000003,2.166964609,1.251612404,0.36317940200000004,0.19700274399999998,0.0140716,0.703581228,0.0422149,1.269393563,0.1547552,0.605079856,0.43622036200000003,1.055597277,17.6,7.3,0.028208745,13.4,30.4,0.0422149,81.56070258,1.44707421,13.62696705,0.23344443,1.2164423629999999,0.04922021099999999,13.88713102,25.82795427,20.6
1051,AL,Elmore,18.99596054,6.9430217139999995,4.048963833,1.9331928319999998,0.123491856,0.024698400000000002,0.691554392,0.0,1.014682293,0.12402490000000001,0.555713351,0.469269052,1.055597277,17.6,7.3,0.024450177000000003,13.4,35.4,0.0493967,74.96437714,19.94123804,2.684639925,0.648146981,0.33920532600000003,0.06304931700000001,11.89866714,23.58927153,14.0
1053,AL,Escambia,13.2017417,7.219940028,3.1367326460000005,2.20185604,0.106008004,0.026501999999999998,0.7685580259999999,0.0,1.24575913,0.15791970000000002,0.715554024,0.530040018,1.055597277,17.6,7.3,0.079516539,17.8,37.7,0.053003999999999996,61.34815627,31.73882408,1.873744096,0.224431744,3.324721418,0.031316057,15.16741042,22.64933845,24.4
1055,AL,Etowah,22.30185466,9.400616626,4.72375356,4.3509874680000005,0.125566256,0.0193179,0.6568081060000001,0.048294699999999996,1.248001218,0.1628477,0.7630564759999999,0.550559736,1.055597277,17.6,7.3,0.029250029,16.8,35.1,0.086930485,79.27702767,15.04931533,3.300775639,0.62912956,0.356219477,0.028727377000000002,15.80771809,22.96849564,19.0
1057,AL,Fayette,2.362895151,1.354458699,0.526259486,0.41401506600000004,0.29631385600000004,0.059262800000000004,0.47410216899999996,0.0,1.027438641,0.29441209999999995,0.53336494,0.53336494,1.055597277,17.6,7.3,0.060437568,15.1,33.7,0.0,86.0274926,11.35664985,1.183226031,0.21460472100000003,0.272605997,0.0,17.88759353,22.25508961,20.4
1059,AL,Franklin,11.55514048,4.120619393999999,2.897740583,1.5668730309999999,0.25315654600000004,0.031644599999999995,0.506313091,0.031644599999999995,1.264702201,0.2203961,0.5696022279999999,0.506313091,1.055597277,17.6,7.3,0.063235108,13.9,33.2,0.094933705,79.63979309,3.819707292,14.85616957,0.16086298300000001,0.381655312,0.006308352,15.21889982,24.81390361,21.1
1061,AL,Geneva,2.259027229,0.930784798,0.503546013,0.348575211,0.37436358200000003,0.0,0.524109015,0.0374364,1.390245676,0.25992350000000003,0.37436358200000003,0.41179994,1.055597277,17.6,7.3,0.0,13.9,34.1,0.0,84.70324748,9.417693169,3.434117208,0.23889511,0.7353490109999999,0.029861889,17.44680851,22.36282195,22.4
1063,AL,Greene,32.75833067,21.34247572,7.972493405,5.257263689,0.233836081,0.0,1.403016485,0.0,3.6808359619999997,0.22532670000000002,0.11691804,0.233836081,1.055597277,17.6,7.3,0.23747328399999998,21.0,46.3,0.0,17.26920951,81.24930901,0.762852405,0.165837479,0.12161415099999999,0.0,16.07517966,24.2564953,37.7
1065,AL,Hale,11.83084613,4.647506988,2.718869413,1.8717534809999998,0.19757639600000002,0.0,0.9878819809999999,0.0,1.203852296,0.19495710000000002,0.461011591,0.263435195,1.055597277,17.6,7.3,0.066880685,16.0,40.4,0.06585879900000001,39.42258883,58.78807107,0.888324873,0.222081218,0.145939086,0.006345178000000001,15.03807107,24.84137056,28.5
1067,AL,Henry,4.655371795,2.14216797,0.8482048000000001,1.0116582029999999,0.17452007,0.0,0.872600349,0.05817340000000001,0.8739221690000001,0.1735408,0.581733566,0.639906923,1.055597277,17.6,7.3,0.116522955,18.7,35.8,0.0,67.80141024,28.40712056,2.248294995,0.260085539,0.312102647,0.011559357,17.59334181,22.64478095,17.0
1069,AL,Houston,18.06134011,6.282605938,4.417500651,2.443983911,0.15356118,0.0287927,0.64303744,0.0575854,1.431921244,0.2030908,0.930964652,0.739013177,1.055597277,17.6,7.3,0.02883063,13.7,32.8,0.067183016,68.66869528,25.64132865,2.949373197,0.7937211340000001,0.38701291,0.042344924000000006,14.45143628,24.54626922,18.3
1071,AL,Jackson,7.9263658260000005,3.272510542,1.80611402,1.225476131,0.208867369,0.018987900000000002,0.892433305,0.0,1.1507921220000001,0.2074728,0.550650337,0.474698566,1.055597277,17.6,7.3,0.019179869,14.9,32.0,0.0,90.06143499,3.327258722,2.5156405580000003,0.30999304899999996,1.27754711,0.054483627,16.48223646,22.51676781,18.4
1073,AL,Jefferson,31.23287577,12.27159061,7.575607913,3.944113475,0.163439988,0.028753300000000002,0.694619949,0.05296669999999999,0.9840475320000001,0.1424223,0.9715599290000001,0.5690132920000001,1.055597277,17.6,7.3,0.025776282999999997,13.0,33.2,0.105933326,51.66751207,41.84134033,3.8708148939999996,1.37972196,0.21732329399999997,0.023387692,13.12793675,23.46787837,18.0
1075,AL,Lamar,1.578911098,0.75067659,0.360368005,0.26080664600000003,0.212977424,0.0,0.638932273,0.0,1.077741027,0.28052459999999996,0.42595484899999997,0.7099247479999999,1.055597277,17.6,7.3,0.071849404,14.9,33.6,0.0,86.11645152,11.22631145,1.2359241970000001,0.027464982000000002,0.16478989300000002,0.0068662459999999995,18.75858281,22.15737435,24.7
1077,AL,Lauderdale,13.45726597,5.038074088,2.7414902239999996,2.185749808,0.18260720100000002,0.0214832,0.5370800029999999,0.0214832,1.072380304,0.1728945,0.773395205,0.751912005,1.055597277,17.6,7.3,0.010832123999999999,14.2,32.9,0.096674401,85.4588012,9.912737706,2.24573666,0.728084652,0.34840198899999997,0.02480881,16.77614903,21.55346299,17.3
1079,AL,Lawrence,4.799919493,2.1224881730000003,1.166948855,0.7258393120000001,0.149356274,0.029871299999999996,0.567553843,0.029871299999999996,1.11298275,0.1773154,0.477940078,0.5078113329999999,1.055597277,17.6,7.3,0.030080616,15.6,35.5,0.0597425,76.93875768,11.40685518,1.67156877,0.119397769,5.614607297999999,0.014560703999999999,14.55779143,23.19228865,18.7
1081,AL,Lee,26.26500879,12.24950372,5.3823103670000005,1.914240283,0.110207125,0.0194483,0.492690675,0.0194483,0.704442382,0.1018627,0.82979482,0.706622152,1.055597277,17.6,7.3,0.025158657,9.5,29.0,0.0518622,69.80541473,22.58444031,3.2592497519999997,2.577595243,0.28307200899999996,0.04705983,9.06686061,22.52525901,21.0
1083,AL,Limestone,11.28194737,3.518353856,2.061040867,1.7168953919999999,0.099133136,0.0110148,0.616828401,0.0220296,0.894849777,0.10267639999999999,0.561754436,0.429576922,1.055597277,17.6,7.3,0.010781322,12.6,32.9,0.066088757,78.65478002,12.50271798,5.545891619,1.100480781,0.588292141,0.031407793999999996,12.30581527,23.98951463,14.3
1085,AL,Lowndes,22.478665300000003,13.06214495,6.294810846,3.138164179,0.283553875,0.0,0.56710775,0.0,1.930874705,0.18421289999999998,0.0,0.189035917,1.055597277,17.6,7.3,0.096543734,23.5,45.1,0.09451795800000001,25.14381804,73.30737233,0.7699796440000001,0.12390477,0.22125851800000002,0.0,14.64731392,24.179130899999997,35.2
1087,AL,Macon,37.52927142,21.63866443,8.003133132,4.923308168,0.20592020600000002,0.0,0.720720721,0.0,1.529293895,0.1947894,0.46332046299999996,0.10296010300000001,1.055597277,17.6,7.3,0.052734272,18.4,44.7,0.0,15.22934924,82.18814097,1.081484244,0.35427932100000004,0.13052396,0.00932314,14.12921872,20.60413947,32.2
1089,AL,Madison,26.44597413,7.467345122999999,6.330115117999999,2.935312513,0.125606981,0.0342564,0.608051978,0.0371112,0.8852359059999999,0.102017,0.9420523609999999,0.6451631320000001,1.055597277,17.6,7.3,0.019609656,11.5,32.3,0.139880502,66.14030005,23.74981706,4.600804633,2.439286642,0.697408389,0.095874986,12.2077829,23.74175281,13.3
1091,AL,Marengo,24.37345136,12.62897065,5.9786264870000005,3.980894807,0.149179513,0.0497265,0.994530085,0.0,1.626594782,0.2941032,0.94480358,0.447538538,1.055597277,17.6,7.3,0.152493265,20.2,40.3,0.0497265,45.68887621,51.54325391,1.674038141,0.252056879,0.147429495,0.042802112,16.28382556,24.687306799999998,23.3
1093,AL,Marion,6.269273851,3.254542626,1.3814768380000002,1.1953005190000001,0.099104754,0.06606983599999999,0.79283803,0.0330349,1.166744471,0.2308174,0.561593604,0.660698358,1.055597277,17.6,7.3,0.06667111099999999,18.7,35.5,0.06606983599999999,92.63387055,3.827657915,2.053548219,0.172212113,0.305432805,0.022744996,18.34221471,21.65648557,19.8
1095,AL,Marshall,11.27167399,5.187505411,3.074623697,1.420854639,0.22190287,0.031700400000000004,0.750243036,0.031700400000000004,1.250564814,0.1477167,0.750243036,0.6340081999999999,1.055597277,17.6,7.3,0.031526845,12.8,33.2,0.0422672,83.91833926,1.493243316,12.08140272,0.5106483620000001,0.612778035,0.067728099,14.90233178,25.00456896,20.1
1097,AL,Mobile,25.12606624,10.265925300000001,6.386688535,3.313877222,0.144535475,0.0216803,0.55164373,0.0602231,1.342699289,0.13287079999999998,0.60945792,0.522736635,1.055597277,17.6,7.3,0.012052956,15.6,37.1,0.072267738,59.05780257,34.44909344,2.405857741,1.817710755,0.857401596,0.038015264,12.91090384,25.0806311,18.4
1099,AL,Monroe,24.76001675,12.83952666,6.142423392,4.068929863999999,0.27338588399999997,0.0455643,0.68346471,0.0,1.254064083,0.2654632,0.410078826,0.45564314,1.055597277,17.6,7.3,0.09289363699999999,17.8,35.3,0.0455643,54.71215537,41.53372637,0.9537020979999999,0.290445639,1.109762441,0.017340038000000002,15.684064499999998,25.32079071,28.6
1101,AL,Montgomery,28.85411116,14.57214106,7.706013658,2.98371183,0.163580015,0.026526499999999998,0.623372489,0.0574741,1.095653176,0.12166030000000001,0.928427112,0.623372489,1.055597277,17.6,7.3,0.013253869,13.5,34.8,0.08400054800000001,38.41029285,54.46737268,3.624821789,2.089264615,0.22671485800000002,0.036623169,11.95528485,24.48825661,22.8
1103,AL,Morgan,12.98374724,4.084201812,3.2820767089999996,1.830147466,0.133771435,0.016721400000000004,0.7942678940000001,0.033442900000000005,1.243572116,0.1495079,0.827710753,0.560167883,1.055597277,17.6,7.3,0.025207542000000003,12.6,31.6,0.075246432,77.48347142,11.76583815,7.662565905,0.556531927,0.7766340279999999,0.057745418,14.11917315,23.95514269,16.4
1105,AL,Perry,8.323571677999999,4.885117508,1.5037063240000001,2.0549358719999997,0.407083249,0.0,0.610624873,0.0,1.8800919059999999,0.39288870000000004,0.10177081199999999,0.610624873,1.055597277,17.6,7.3,0.104449551,21.7,43.0,0.0,29.66669814,68.39769616,1.07638561,0.28325937100000004,0.160513644,0.047209895,16.70286092,24.10537249,40.0
1107,AL,Pickens,2.6797257169999997,0.89215884,0.522590317,0.497201141,0.19641541899999998,0.0,0.39283083700000004,0.0,1.328478694,0.3607318,0.39283083700000004,0.294623128,1.055597277,17.6,7.3,0.098405826,16.4,36.4,0.0491039,55.84422161,41.37040413,1.585131166,0.16205813800000002,0.141800871,0.0050643170000000005,16.89456092,23.30092171,24.3
1109,AL,Pike,13.78612462,6.304344574,3.0675235360000004,1.512726301,0.17969990100000002,0.02995,0.5989996710000001,0.0,1.442047715,0.2109578,0.9883494559999999,0.658899638,1.055597277,17.6,7.3,0.030042661000000002,13.5,38.4,0.0599,57.40903979,36.44487674,2.218912429,1.960545913,0.562327122,0.018237636,12.79978115,20.31064774,25.9
1111,AL,Randolph,14.72801232,6.815483082999999,3.535657063,2.291867952,0.133102622,0.044367500000000004,0.798615733,0.088735081,1.324386358,0.1764057,0.399307866,0.310572785,1.055597277,17.6,7.3,0.088292425,14.9,30.9,0.0,75.41570288,20.09339676,2.832453193,0.235674071,0.366604111,0.021821673,16.96853315,23.88600358,18.7
1113,AL,Russell,11.75865619,5.546703227999999,2.7490960760000003,1.755077922,0.20131526,0.0167763,0.637498322,0.0,1.22051847,0.19024560000000001,0.7381559520000001,0.352301704,1.055597277,17.6,7.3,0.017190401,12.9,36.4,0.0503288,52.11060117,41.41122254,3.675373487,0.42117589299999997,0.356960734,0.21153228699999999,12.69193722,25.49530663,23.0
1115,AL,St. Clair,5.457203496,1.567858407,1.311555276,0.7149739479999999,0.16148194300000002,0.034603300000000004,0.645927771,0.0,0.8975334759999999,0.1407839,0.5651868,0.5075146779999999,1.055597277,17.6,7.3,0.011361183,12.8,33.0,0.0230688,87.26448387,8.491141602999999,2.052803464,0.6124914770000001,0.30146064899999997,0.049047169,13.05013578,23.717296899999997,12.4
1117,AL,Shelby,24.15476247,4.302479798999999,6.3735492229999995,2.663068869,0.125813554,0.024194900000000002,0.474220319,0.019355900000000002,0.65520221,0.1293912,0.6822965809999999,0.6387457360000001,1.055597277,17.6,7.3,0.037982737,8.7,30.1,0.13065253699999999,80.15531691,10.56257529,5.9292103439999995,1.8960965730000001,0.23476945899999999,0.031781019,10.57333983,25.61037496,8.5
1119,AL,Sumter,16.74435355,10.37288563,3.935791814,2.938154485,0.227859638,0.0,1.2912046179999999,0.0,2.1472392080000002,0.372384,0.53167249,0.45571927700000003,1.055597277,17.6,7.3,0.076687117,20.1,40.3,0.07595321299999999,24.00639395,74.71481508,0.624863765,0.239773305,0.079924435,0.007265858,14.98946451,22.29165153,33.2
1121,AL,Talladega,13.41384507,5.854664594,3.107431267,1.890217993,0.110671159,0.024593599999999997,0.8976660679999999,0.0,1.310812354,0.1467675,0.602542977,0.454981432,1.055597277,17.6,7.3,0.012483926999999999,15.3,39.0,0.0,64.50158584,31.53807828,2.0305987290000003,0.39980070700000003,0.279495935,0.0072911980000000005,14.08537993,23.43512656,22.4
1123,AL,Tallapoosa,8.373536279,4.324954396,1.8122277080000002,1.6583673840000002,0.145754889,0.0242925,0.874529333,0.0,1.276794314,0.19432570000000002,0.48584963,0.412972185,1.055597277,17.6,7.3,0.024553736,13.7,36.9,0.0242925,69.29546328,26.55228758,2.503844675,0.473375625,0.28594771199999997,0.004805844,17.28421761,22.15253749,21.7
1125,AL,Tuscaloosa,17.9082999,6.494042565,3.928673414,2.013475413,0.10385140300000001,0.019781200000000002,0.553874152,0.0148359,0.9315775629999999,0.1107777,0.796194093,0.543983542,1.055597277,17.6,7.3,0.0145559,12.3,34.3,0.084070184,65.04346129,29.48843087,3.0561606119999998,1.177975506,0.233745685,0.039043235,10.81394871,21.46658721,20.0
1127,AL,Walker,11.72531766,5.210069744,2.6488280140000002,1.7338469980000002,0.152739381,0.030547900000000003,0.6873272140000001,0.0,1.262179255,0.1510095,0.626231461,0.519313895,1.055597277,17.6,7.3,0.01539243,16.7,33.2,0.061095800000000006,90.39732629,5.796517613,1.950076839,0.283484774,0.347641854,0.038792652999999996,16.25412172,22.54002357,20.6
1129,AL,Washington,8.411904598,3.583565886,2.264984955,1.305374505,0.118807176,0.0,0.5346322920000001,0.0,1.133922219,0.2337951,0.178210764,0.356421528,1.055597277,17.6,7.3,0.059680115,17.8,40.2,0.0,65.15556567,24.79949946,0.8588817470000001,0.102383255,7.929014277,0.051191627,14.73181275,25.50480633,22.4
1131,AL,Wilcox,42.82029621,30.46474603,11.45350637,6.397996582999999,0.630744278,0.0,0.720850604,0.0,2.548698425,0.5248885,0.45053162700000005,0.45053162700000005,1.055597277,17.6,7.3,0.273074823,19.3,44.9,0.0,26.64952871,72.15081405,0.616966581,0.034275921,0.11996572400000001,0.00856898,15.01285347,26.99228792,33.2
1133,AL,Winston,5.959127003,2.655012846,1.353212065,1.074236611,0.33126294,0.0,0.745341615,0.0,1.3442554469999999,0.29036009999999995,0.414078675,0.621118012,1.055597277,17.6,7.3,0.042007982,13.2,30.2,0.0414079,94.90687796,0.46969449399999996,2.6098676690000002,0.240973697,0.567717693,0.032674400000000006,17.69727169,21.64270544,18.9
2013,AK,Aleutians East,70.13690004,34.93750965,7.004138687999999,3.12002544,1.19047619,0.0,0.0,0.0,1.5169903040000001,0.9490668,0.297619048,0.297619048,1.4607303040000001,13.3,4.4,0.0,7.6,33.4,0.0,13.530722699999998,6.749442853,12.25724292,35.43457498,27.6663483,0.604902897,4.934734161000001,11.81152499,17.4
2016,AK,Aleutians West,22.35621387,8.574047789,3.758949678,1.370470729,0.52173913,0.0,0.17391304300000002,0.0,0.708340704,0.5408329000000001,0.0,0.347826087,1.4607303040000001,13.3,4.4,0.177085178,6.2,39.4,0.0,31.37924834,5.718395972000001,13.0552059,28.322244199999997,15.12317928,1.8342024819999998,3.470598813,14.65563748,8.5
2020,AK,Anchorage,27.42720787,5.113838821,7.034058975,1.859974179,0.106308761,0.0398658,0.19932892600000002,0.063120827,0.439314276,0.0837212,0.677718348,0.767416365,1.4607303040000001,13.3,4.4,0.03353544,7.0,27.0,0.136208099,62.64486372,5.245591551,7.559641704,7.952684134,7.554844325,1.979261615,7.243700013,25.96958462,8.7
2050,AK,Bethel,67.62395515,41.98759872,25.64819792,4.491107709,1.231251399,0.0,0.39176180899999996,0.0,3.005342722,0.9016116,0.39176180899999996,0.39176180899999996,1.4607303040000001,13.3,4.4,0.0,5.8,30.3,0.0,10.89754893,0.382060777,1.063892318,0.9287015809999999,82.61917357,0.105801446,6.118850291,36.54852172,24.2
2060,AK,Bristol Bay,99.99999981,17.66323306,22.56770323,8.324974946000001,2.089864159,0.0,1.044932079,0.0,1.113585711,1.009082,0.0,2.089864159,1.4607303040000001,13.3,4.4,0.0,8.5,39.7,0.0,47.74322969,0.0,2.407221665,0.802407222,33.09929789,0.300902708,8.324974925,22.56770311,9.0
2068,AK,Denali,,22.93371496,22.50821481,7.502738229,0.0,0.0,2.082248829,0.0,0.0,0.0,1.041124414,3.64393545,1.4607303040000001,13.3,4.4,0.0,5.8,27.0,0.0,88.38992333,0.547645126,2.300109529,1.040525739,3.504928806,0.054764513,7.502738226,22.50821468,6.6
2070,AK,Dillingham,50.78418952,32.19756974,18.44477397,3.8580565410000003,1.2028869290000002,0.0,0.601443464,0.0,2.0185709,1.1918950000000001,0.200481155,0.40096231,1.4607303040000001,13.3,4.4,0.201857085,7.2,38.0,0.0,17.63977718,0.226944502,2.083763152,0.660202187,70.78605323,0.12378791,7.571693831,32.90695275,20.0
2090,AK,Fairbanks North Star,34.44562358,7.2768198779999995,9.146646992,1.9099101859999998,0.070453013,0.0402589,0.271747335,0.070453013,0.318075657,0.079783,0.49317109,0.654206548,1.4607303040000001,13.3,4.4,0.029819591,5.5,28.1,0.11071187699999999,74.05027618,4.256976256000001,5.79108638,2.574271631,6.834322255,0.384296123,6.533034095,25.62076634,8.1
